0.10612834	-0.042430103	-0.08707499	0.010239237	-0.019552357	-0.083304636	-0.113186084	-0.0055109155	-0.011312563	-0.0015793748	-0.0773852	-0.01434011	0.11778968	-0.0034053642	-0.036913756	-0.007626493
0.06978483	-0.06478084	-0.12261879	-0.001831874	0.049421746	-0.10554341	-0.17723317	0.049342275	0.01594144	-0.007926757	-0.07123674	-0.02226882	0.1489016	0.061633002	-0.043802787	0.015493501
0.061115764	-0.027447376	-0.1566937	-0.029854137	-0.0010666316	-0.08805117	-0.04822141	0.10908844	-0.008513754	-0.057621118	-0.019649662	-0.06422192	0.14826715	0.036441453	-0.053004906	0.004789332
0.029609103	-0.08485093	-0.15288174	-0.027399985	0.01615056	-0.09162783	-0.097160205	0.0039052158	0.024270039	-0.014654841	-0.04990712	-0.017419094	0.026470652	-0.015317509	-0.0519734	0.00693628
0.049795385	-0.1206845	-0.088295914	-0.05187337	-0.02932584	-0.13345352	-0.12848869	-0.031305574	-0.007169274	0.006722359	-0.08991313	-0.08933227	0.16524932	-0.05115687	0.013741826	0.07133897
-0.009220768	-0.03132981	-0.13338214	0.046837233	0.047292516	-0.079338595	-0.06896758	0.014745335	-0.04022111	-0.022660721	-0.09447189	0.02273032	0.058320165	0.072840266	-0.041143823	0.070452906
0.08558492	-0.12871571	-0.11762952	-0.0042998046	-0.05118262	-0.07886507	-0.16622618	0.07397663	-0.083314255	-0.060762435	-0.06930603	0.0060114986	0.17162691	-0.034885656	-0.0426679	-0.026363764
0.032404564	-0.13886707	-0.062623434	0.024873396	0.07509223	-0.0032508746	-0.039580863	0.01880276	-0.01610134	0.012833975	-0.06096433	-0.003390987	0.1248761	0.02630706	-0.07216439	0.10160846
0.026827298	-0.08061869	-0.10313032	0.015181042	0.015409519	-0.12833545	-0.07676787	0.044999637	0.031364832	-0.033409804	-0.030944109	0.034432948	0.035546184	-0.006346383	0.02224744	-0.0030443668
0.022525514	-0.05525936	-0.1326009	0.014569427	-0.005076476	0.04036656	-0.088869125	0.11629807	-0.0318797	0.031636983	-0.029058687	-0.059449922	0.16123056	-0.0062411996	0.031750064	-0.04126395
0.077155605	-0.036100015	-0.037091598	-0.05281507	-0.026061786	-0.07451193	-0.13493274	0.027984466	-0.020916563	0.02150011	-0.07319378	-0.013397081	0.11350017	0.025348209	0.03649085	-0.030199282
0.04330563	-0.108874045	-0.049427208	0.030364	-0.022305377	-0.11560506	-0.10628969	0.030783212	-0.04406864	-0.04176627	-0.10783704	0.0076349727	0.11576107	0.02126536	-0.0054658586	-0.016388495
0.03309862	-0.11286226	-0.0973789	0.030035526	0.028496662	-0.05191601	-0.12757383	0.022412386	-0.0050031934	-0.02644329	-0.044693347	0.00015579633	-0.04249425	-0.0123018315	-0.034042045	0.008777453
0.042476904	-0.029024418	0.006293009	0.05871944	0.06351329	-0.010492104	-0.093223326	0.021736078	-0.005005766	-0.07957661	-0.1376679	-0.028731123	0.118720196	-0.051205236	-0.007158438	-0.069762476
